task_id,sonnet_C,sonnet_D,sonnet_R,gpt_C,gpt_D,gpt_R,gemini_C,gemini_D,gemini_R,consensus_C,consensus_D,consensus_R,dispute_axes
14671,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
14672,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
14673,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
14674,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
14675,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
14676,C2,D0,R0,C2,D0,R0,,D0,,C2,D0,R0,
14677-1,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
14677-2,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
14678-1,C1,D0,R0,C1,D2,R0,C1,D0,R0,C1,D0,R0,
14678-2,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
14678-3,C1,D2,R0,C2,D2,R0,C1,D2,R0,C1,D2,R0,
14679,C2,D0,R0,C2,D2,R0,C2,D0,R0,C2,D0,R0,
1468,C2,D3,R2,C2,D3,R2,C2,D3,R2,C2,D3,R2,
14680,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
14681,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
14682,C2,D0,R0,C3,D0,R0,C3,D0,R0,C3,D0,R0,
14683-1,C2,D0,R0,C2,D2,R0,C2,D0,R0,C2,D0,R0,
14683-2,C2,D0,R0,C2,D2,R0,C2,D0,R0,C2,D0,R0,
14684,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
14685-1,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
14685-2,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
14686-1,C2,D0,R0,C1,D0,R0,C2,D0,R0,C2,D0,R0,
14686-2,C2,D0,R0,C2,D2,R0,C2,D0,R0,C2,D0,R0,
14687-1,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
14687-2,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
14688-1,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
14688-2,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
14689,C2,D0,R0,C2,D1,R0,C2,D0,R0,C2,D0,R0,
1469-1,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
1469-2,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
14690,C2,D0,R0,C2,D1,R0,C2,D0,R0,C2,D0,R0,
14691,C2,D0,R0,C3,D0,R0,C3,D0,R0,C3,D0,R0,
14692,C2,D0,R0,C3,D0,R0,C2,D0,R0,C2,D0,R0,
14693,C2,D0,R0,C3,D0,R0,C2,D0,R0,C2,D0,R0,
14694-1,C2,D0,R0,C2,D2,R0,,D0,,C2,D0,R0,
14694-2,C1,D0,R0,C1,D2,R0,,D0,,C1,D0,R0,
14695,C1,D0,R0,C1,D2,R0,,D0,,C1,D0,R0,
14697,C2,D0,R0,C2,D2,R0,C2,D0,,C2,D0,R0,
14698,C1,D0,R0,C1,D0,R0,C1,D0,,C1,D0,R0,
147,C1,D0,R2,C2,D0,R2,C2,D0,R2,C2,D0,R2,
1470,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
14700,C1,D0,R0,C2,D2,R0,C1,D0,,C1,D0,R0,
14701,C0,D0,R0,C0,D0,R0,,,,C0,D0,R0,
14702,C2,D0,R0,C2,D0,R0,,,,C2,D0,R0,
14704,C2,D0,R0,C2,D2,R0,,D0,,C2,D0,R0,
14705,C1,D0,R0,C1,D0,R0,C1,D0,,C1,D0,R0,
14706,C2,D0,R0,C2,D1,R0,,D0,,C2,D0,R0,
14707-1,C1,D0,R0,C2,D2,R0,C2,D0,,C2,D0,R0,
14707-2,C1,D0,R0,C1,D2,R0,,D0,,C1,D0,R0,
14708-1,C2,D0,R0,C2,D1,R0,C2,D0,,C2,D0,R0,
14708-2,C2,D0,R0,C2,D1,R0,C2,D0,,C2,D0,R0,
1471,C2,D2,R2,C2,D2,R2,C2,D2,R2,C2,D2,R2,
14710,C1,D0,R0,C1,D2,R0,,D0,,C1,D0,R0,
14711,C2,D0,R0,C2,D2,R0,,D0,,C2,D0,R0,
14713,C1,D0,R0,C2,D1,R0,C2,D0,,C2,D0,R0,
14714,C2,D0,R0,C2,D1,R0,,D0,,C2,D0,R0,
14717,C1,D0,R0,C1,D2,R0,,D0,,C1,D0,R0,
14719,C2,D0,R0,C2,D0,R0,,,,C2,D0,R0,
1472-1,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
1472-2,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
14722,C1,D0,R0,C1,D1,R0,C2,D0,,C1,D0,R0,
14723-1,C1,D0,R0,C1,D1,R0,,D0,,C1,D0,R0,
14723-2,C1,D0,R0,C1,D1,R0,,D0,,C1,D0,R0,
14724,C2,D0,R0,C2,D2,R0,,D0,,C2,D0,R0,
14725-1,C2,D0,R0,C2,D1,R0,C2,D0,,C2,D0,R0,
14725-2,C2,D0,R0,C2,D1,R0,C2,D0,,C2,D0,R0,
14726,C1,D0,R0,C1,D1,R0,,D0,,C1,D0,R0,
14727-1,C0,D0,R0,C0,D0,R0,,,,C0,D0,R0,
14727-2,C1,D0,R0,C1,D0,R0,,,,C1,D0,R0,
14728,C1,D0,R0,C1,D1,R0,,D0,,C1,D0,R0,
14729-1,C1,D2,R0,C1,D2,R0,,,,C1,D2,R0,
14730,C1,D0,R0,C1,D1,R0,,D0,,C1,D0,R0,
14731-1,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
14731-2,C1,D0,R0,C2,D0,R0,C1,D0,R0,C1,D0,R0,
14732,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
14733,C1,D0,R0,C1,D0,R0,C1,D0,R0,C1,D0,R0,
14734-1,C1,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
14734-2,C1,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
14735,C1,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
14736,C1,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
14737,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
14738-1,C1,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
14738-2,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
14739,C0,D0,R0,C0,D0,R0,C0,D0,R0,C0,D0,R0,
1474-1,C1,D0,R0,C1,D0,R0,C1,D0,R0,C1,D0,R0,
1474-2,C1,D0,R0,C1,D0,R0,C1,D0,R0,C1,D0,R0,
14740-1,C1,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
14740-2,C1,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
14741-1,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
14741-2,C1,D0,R0,C1,D0,R0,C2,D0,R0,C1,D0,R0,
14742,C2,D0,R0,C2,D1,R0,C2,D0,R0,C2,D0,R0,
14743-1,C1,D0,R0,C1,D2,R0,C2,D0,R0,C1,D0,R0,
14743-2,C1,D2,R0,C2,D2,R0,C2,D2,R0,C2,D2,R0,
14744-1,C2,D0,R0,C2,D1,R0,C2,D0,R0,C2,D0,R0,
14744-2,C1,D0,R0,C1,D0,R0,C2,D0,R0,C1,D0,R0,
14745,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
14746,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
14747,C1,D0,R0,C1,D0,R0,C1,D0,R0,C1,D0,R0,
14748,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
14749,C2,D0,R0,C1,D1,R0,C2,D0,R0,C2,D0,R0,
1475,C1,D0,R0,C1,D0,R0,C1,D0,R0,C1,D0,R0,
14750,C1,D0,R0,C1,D2,R0,C2,D0,R0,C1,D0,R0,
14751-1,C2,D0,R0,C2,D1,R0,C2,D0,R0,C2,D0,R0,
14751-2,C2,D0,R0,C2,D1,R0,C2,D0,R0,C2,D0,R0,
14752,C1,D0,R0,C1,D1,R0,C1,D0,R0,C1,D0,R0,
14753,C1,D0,R0,,,,C1,D0,R0,C1,D0,R0,
14754,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
14755-1,C2,D0,R0,C2,D1,R0,C2,D0,R0,C2,D0,R0,
14755-2,C2,D0,R0,C2,D1,R0,,D0,,C2,D0,R0,
14756,C2,D0,R0,C2,D1,R0,C2,D0,R0,C2,D0,R0,
14757-1,C2,D0,R0,C2,D1,R0,C2,D0,R0,C2,D0,R0,
14757-2,C2,D0,R0,C2,D1,R0,C2,D0,R0,C2,D0,R0,
14758-1,C2,D0,R0,C2,D2,R0,C2,D0,R0,C2,D0,R0,
14758-2,C2,D0,R0,C1,D2,R0,C2,D0,R0,C2,D0,R0,
14759-1,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
14759-2,C1,D0,R0,C1,D0,R0,C2,D0,R0,C1,D0,R0,
1476,C1,D0,R0,C1,D0,R0,C1,D0,R0,C1,D0,R0,
14760,C2,D0,R0,C2,D1,R0,C2,D0,R0,C2,D0,R0,
14761-1,C1,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
14761-2,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
14762,C1,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
14763,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
14764,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
14765,C1,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
1477,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
14797,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
14798,C1,D3,R0,C2,D3,R0,C1,D3,R2,C1,D3,R0,
14799,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
148,C2,D1,R2,C2,D1,R2,C2,D1,R2,C2,D1,R2,
1480,C1,D3,R0,C2,,,C2,D3,R0,C2,D3,R0,
14800,C2,D3,R0,C2,D3,R2,C2,D3,R2,C2,D3,R2,
14801,C2,D3,R0,C2,D3,R2,C2,D4,R2,C2,D3,R2,
14802,C2,D2,R0,C2,D2,R0,C2,D2,R2,C2,D2,R0,
14803,C1,D3,R1,C1,D2,R1,C1,D3,R1,C1,D3,R1,
14804,C2,D1,R2,C2,D1,R2,C2,D1,R2,C2,D1,R2,
14805,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
14806,C1,D0,R0,C1,D0,R0,C1,D0,R0,C1,D0,R0,
14807,C1,D1,R0,C1,D1,R0,C1,D1,R0,C1,D1,R0,
14808,C2,D0,R0,C2,D0,R0,C2,D1,R0,C2,D0,R0,
14809,C3,D3,R0,C3,D3,R2,C3,D3,R2,C3,D3,R2,
14810,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
14811,C3,D3,R0,C3,D3,R2,C3,D3,R2,C3,D3,R2,
14812,C3,D2,R0,C3,D2,R0,C3,D3,R0,C3,D2,R0,
14813,C2,D0,R0,C1,D1,R0,C2,D0,R0,C2,D0,R0,
14814,C2,D0,R0,C1,D1,R0,C2,D0,R0,C2,D0,R0,
14815,C1,D3,R1,C1,D2,R0,C1,D3,R1,C1,D3,R1,
14816,C1,D3,R0,C1,D2,R0,C1,D3,R0,C1,D3,R0,
14817-1,C2,D3,R0,C2,D2,R0,C2,D3,R1,C2,D3,R0,
14817-2,C2,D3,R0,C1,D2,R0,C2,D3,R1,C2,D3,R0,
14818-1,C1,D3,R1,C1,D3,R2,C1,D3,R2,C1,D3,R2,
14818-2,C1,D3,R1,C2,D3,R2,C2,D3,R2,C2,D3,R2,
14819,C2,D0,R1,C2,D0,R1,C2,D0,R2,C2,D0,R1,
1482,C1,D3,R0,C2,D3,R0,C2,D3,R0,C2,D3,R0,
14820,C1,D3,R3,C2,D3,R2,C2,D3,R2,C2,D3,R2,
14821,C0,D0,R0,C0,D0,R0,C0,D0,R0,C0,D0,R0,
1483,C1,D0,R0,,D1,,C1,D0,R0,C1,D0,R0,
14838,C1,D0,R0,C1,D0,R0,C1,D0,R0,C1,D0,R0,
14839,C1,D3,R0,C2,D3,R3,C1,D3,R3,C1,D3,R3,
14840-2,C1,D0,R2,C2,D0,R2,C2,D0,R3,C2,D0,R2,
14841,C2,D0,R1,C2,D1,R3,C2,D0,R3,C2,D0,R3,
14842,C2,D1,R1,C2,D1,R3,C2,D1,R3,C2,D1,R3,
14843,C1,D3,R0,C1,D2,R3,C1,D3,R3,C1,D3,R3,
14844,C2,D3,R1,C2,D3,R3,C2,D3,R3,C2,D3,R3,
14846,C1,D3,R3,C1,D3,R3,C1,D3,R3,C1,D3,R3,
14847-1,C1,D3,R3,C2,D3,R3,C1,D3,R3,C1,D3,R3,
14847-2,C2,D3,R3,C2,D3,R3,C2,D3,R3,C2,D3,R3,
14848,C1,D3,R3,C1,D3,R3,C1,D3,R3,C1,D3,R3,
14849-1,C1,D3,R2,C1,D3,R3,C1,D3,R2,C1,D3,R2,
14849-2,C1,D2,R2,C1,D3,R2,C1,D2,R2,C1,D2,R2,
1485,C1,D0,R0,C1,D0,R0,C1,D0,R0,C1,D0,R0,
14850,C2,D0,R3,C2,D0,R3,C2,D0,R3,C2,D0,R3,
14851-1,C2,D0,R3,C2,D0,R3,C2,D0,R3,C2,D0,R3,
14851-2,C2,D0,R3,C2,D0,R3,C2,D0,R3,C2,D0,R3,
14852,C1,D3,R3,C2,D3,R3,C1,D3,R3,C1,D3,R3,
14853,C1,D3,R3,C2,D3,R3,C1,D3,R3,C1,D3,R3,
14854,C1,D3,R3,C1,D3,R3,C1,D3,R3,C1,D3,R3,
14855,C2,D0,R3,C2,D0,R3,C2,D0,R3,C2,D0,R3,
14856,C1,D3,R3,C1,D3,R3,C1,D3,R3,C1,D3,R3,
14857-1,C1,D3,R3,C1,D2,R3,C1,D3,R3,C1,D3,R3,
14857-2,C1,D3,R3,C1,D2,R3,C1,D3,R3,C1,D3,R3,
1486,C1,D0,R0,C1,D0,R0,C1,D0,R0,C1,D0,R0,
14863,C1,D3,R3,C1,D3,R3,C1,D3,R3,C1,D3,R3,
14864,C1,D0,R3,C1,D0,R3,C1,D0,R3,C1,D0,R3,
14866,C2,D0,R2,C2,D0,R1,C2,D0,R2,C2,D0,R2,
14868,C1,D0,R4,C1,D0,R4,C1,D0,R4,C1,D0,R4,
14869,C0,D1,R0,C1,D1,R0,C1,D1,R0,C1,D1,R0,
1487,C1,D1,R0,C1,D1,R0,C1,D1,R0,C1,D1,R0,
14870,C1,D3,R0,C1,D3,R0,C1,D3,R0,C1,D3,R0,
14871,C1,D3,R0,C1,D3,R0,C1,D3,R0,C1,D3,R0,
14872,C1,D2,R0,C0,D2,R0,C1,D2,R0,C1,D2,R0,
14873,C1,D3,R0,C2,D3,R0,C1,D3,R0,C1,D3,R0,
14874,C1,D3,R0,C2,D3,R0,C1,D3,R0,C1,D3,R0,
1488,C1,D0,R0,C1,D0,R0,C1,D0,R0,C1,D0,R0,
1489,C1,D3,R0,C2,D3,,C1,D2,R0,C1,D3,R0,
14901,C1,D3,R3,C2,D3,R3,C2,D3,R3,C2,D3,R3,
14903-1,C2,D3,R3,C2,D3,R3,C2,D3,R3,C2,D3,R3,
14903-2,C2,D3,R3,C2,D3,R3,C2,D3,R3,C2,D3,R3,
14904,C2,D3,R3,C2,D3,R3,C2,D3,R3,C2,D3,R3,
14905-1,C1,D2,R0,C1,D2,R2,C1,D3,R2,C1,D2,R2,
14905-2,C1,D2,R0,C1,D2,R2,C1,D3,R2,C1,D2,R2,
14906,C1,D3,R0,C1,D3,R0,C1,D3,R0,C1,D3,R0,
14907,C1,D3,R0,C1,D3,R0,C1,D3,R0,C1,D3,R0,
14908,C1,D3,R0,C1,D3,R0,C1,D3,R0,C1,D3,R0,
14909,C1,D1,R0,C1,D1,R0,C1,D1,R0,C1,D1,R0,
14910,C1,D3,R0,C1,D3,R0,C1,D3,R0,C1,D3,R0,
14911,C2,D3,R0,C2,D3,R0,C2,D3,R0,C2,D3,R0,
14912,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
14913-1,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
14913-2,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
14914,C1,D3,R0,C1,D3,R0,C1,D3,R0,C1,D3,R0,
14915,C1,D3,R0,C1,D3,R0,C1,D3,R0,C1,D3,R0,
14916-1,C1,D0,R0,C1,D3,R0,C1,D3,R0,C1,D3,R0,
14916-2,C1,D1,R0,C1,D3,R0,C1,D3,R0,C1,D3,R0,
14916-3,C1,D0,R0,C1,D3,R0,C1,D3,R0,C1,D3,R0,
14917,C1,D3,R0,C1,D3,R0,C1,D3,R0,C1,D3,R0,
14918,C1,D3,R0,C1,D3,R0,C1,D3,R0,C1,D3,R0,
14919,C1,D3,R0,C1,D3,R0,C1,D3,R0,C1,D3,R0,
1492,C3,D1,R2,C3,D3,R2,C3,D3,R2,C3,D3,R2,
14920,C1,D3,R0,C2,D3,R0,C1,D3,R0,C1,D3,R0,
14921-1,C1,D3,R0,C1,D2,R0,C1,D3,R0,C1,D3,R0,
14921-2,C1,D3,R0,C1,D2,R0,C1,D3,R0,C1,D3,R0,
14922-1,C1,D3,R0,C1,D2,R0,C1,D3,R0,C1,D3,R0,
14922-2,C1,D3,R0,C1,D3,R0,C1,D3,R0,C1,D3,R0,
14923,C0,D3,R0,C2,D3,R0,C0,D3,R0,C0,D3,R0,
14924,C1,D3,R0,C2,D3,R0,C1,D3,R0,C1,D3,R0,
14925,C1,D3,R0,C1,D3,R0,C1,D3,R0,C1,D3,R0,
14926,C1,D1,R0,C2,D1,R0,C1,D1,R0,C1,D1,R0,
14927,C0,D3,R0,C0,D3,R0,C0,D3,R0,C0,D3,R0,
14928,C1,D1,R0,C2,D1,R0,C1,D1,R0,C1,D1,R0,
14929-1,C0,D3,R0,C0,D3,R0,C0,D3,R0,C0,D3,R0,
14929-2,C0,D3,R0,C0,D3,R0,C0,D3,R0,C0,D3,R0,
1493,C1,D1,R2,C1,D3,R0,C1,D3,R2,C1,D3,R2,
14930,C1,D3,R0,C1,D3,R0,C1,D3,R0,C1,D3,R0,
14931,C1,D3,R0,C1,D3,R2,C1,D3,R2,C1,D3,R2,
14932,C0,D3,R0,C0,D3,R0,C0,D3,R0,C0,D3,R0,
14933,C0,D3,R0,C0,D3,R0,C0,D3,R0,C0,D3,R0,
14934,C1,D3,R0,C1,D3,R2,C1,D3,R2,C1,D3,R2,
14935-1,C1,D3,R0,C1,D3,R2,C1,D3,R2,C1,D3,R2,
14935-2,C1,D3,R0,C1,D3,R2,C1,D3,R2,C1,D3,R2,
14936,C0,D3,R0,C0,D3,R0,C0,D3,R0,C0,D3,R0,
14937,C1,D3,R0,C1,D3,R2,C1,D3,R2,C1,D3,R2,
14938,C2,D3,R0,C2,D3,R2,C2,D3,R2,C2,D3,R2,
14939,C1,D3,R0,C1,D3,R2,C1,D3,R2,C1,D3,R2,
1494,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
14940,C0,D3,R0,C0,D3,R0,C0,D3,R0,C0,D3,R0,
14941-1,C1,D3,R0,C1,D3,R2,C1,D3,R2,C1,D3,R2,
14941-2,C1,D3,R0,C1,D3,R2,C1,D3,R2,C1,D3,R2,
14942,C1,D3,R0,C1,D3,R0,C1,D3,R0,C1,D3,R0,
14943,C0,D3,R0,C0,D3,R0,C0,D3,R0,C0,D3,R0,
14956,C1,D3,R3,C2,D3,R3,C2,D3,R3,C2,D3,R3,
14957,C2,D1,R2,C2,D1,R3,C2,D1,R3,C2,D1,R3,
14958,C1,D3,R3,C2,D3,R3,C2,D3,R3,C2,D3,R3,
14959,C1,D3,R3,C2,D3,R3,C2,D3,R3,C2,D3,R3,
1496,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
14960,C1,D2,R3,C1,D2,R3,C1,D2,R3,C1,D2,R3,
14961,C1,D1,R2,C2,D1,R3,C2,D1,R3,C2,D1,R3,
14962,C1,D3,R2,C2,D3,R2,C2,D3,R2,C2,D3,R2,
14963,C1,D2,R3,C1,D3,R3,C1,D2,R3,C1,D2,R3,
14964,C1,D3,R3,C2,D3,R2,C2,D3,R3,C2,D3,R3,
14965-1,C1,D3,R2,C2,D3,R2,C2,D3,R2,C2,D3,R2,
14965-2,C2,D3,R2,C2,D3,R2,C2,D3,R2,C2,D3,R2,
14966,C2,D1,R0,C2,D1,R0,C2,D1,R0,C2,D1,R0,
14967,C1,D3,R0,C1,D3,R0,C1,D3,R0,C1,D3,R0,
14968,C1,D3,R0,C2,D3,R0,C2,D3,R0,C2,D3,R0,
14969,C1,D3,R0,C1,D2,R0,C1,D3,R0,C1,D3,R0,
1497-1,C3,D0,R0,C3,D0,R0,C3,D0,R0,C3,D0,R0,
1497-2,C3,D0,R0,C3,D0,R0,C3,D0,R0,C3,D0,R0,
1497-3,C3,D1,R0,C3,D1,R0,C3,D1,R0,C3,D1,R0,
14970,C1,D3,R0,C1,D3,R0,C1,D3,R0,C1,D3,R0,
14971,C1,D3,R3,C2,D3,R3,C2,D3,R3,C2,D3,R3,
14972,C1,D3,R0,C1,D3,R0,C1,D3,R0,C1,D3,R0,
14973-1,C1,D3,R0,C2,D3,R0,C2,D3,R0,C2,D3,R0,
14973-2,C2,D1,R0,C2,D1,R0,,,,C2,D1,R0,
14974,C1,D3,R0,C1,D3,R0,C2,D3,R0,C1,D3,R0,
14975,C1,D2,R0,C1,D3,R0,C1,D3,R0,C1,D3,R0,
14976-1,C2,D3,R0,C2,D3,R0,C2,D3,R0,C2,D3,R0,
14976-2,C2,D3,R0,C2,D3,R0,C2,D3,R0,C2,D3,R0,
14977,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
14978-1,C2,D3,R0,C2,D3,R0,C2,D3,R0,C2,D3,R0,
14978-2,C1,D3,R0,C2,D3,R0,C1,D3,R0,C1,D3,R0,
14979,C1,D3,R0,C1,D2,R0,C1,D3,R0,C1,D3,R0,
1498-1,C1,D0,R0,C2,D0,R0,C1,D0,R0,C1,D0,R0,
1498-2,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
1498-3,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
1498-4,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
14980,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
14981,C2,D3,R0,C2,D3,R0,C2,D3,R0,C2,D3,R0,
14982,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
14983,C1,D3,R0,C1,D2,R0,C1,D3,R0,C1,D3,R0,
14984,C1,D3,R0,C2,D3,R0,C1,D3,R0,C1,D3,R0,
14985,C0,D0,R0,C0,D0,R0,C0,D0,R0,C0,D0,R0,
14986,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
14987-1,C1,D3,R0,C1,D2,R0,C1,D3,R0,C1,D3,R0,
14987-2,C1,D3,R0,C2,D3,R0,C1,D3,R0,C1,D3,R0,
14988,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
1499,C2,D3,R2,C3,D3,R2,C3,D3,R2,C3,D3,R2,
15,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
150,C2,D3,R2,C2,D3,R2,C2,D3,R2,C2,D3,R2,
15003,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
15005,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
15006,C1,D2,R0,C2,D2,R0,C1,D2,R0,C1,D2,R0,
15007,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
15008-1,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
15008-2,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
15009,C1,D1,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
1501,C2,D0,R3,C3,D0,R3,C3,D0,R2,C3,D0,R3,
15010,C1,D2,R0,C2,D2,R0,C1,D2,R0,C1,D2,R0,
15011,C1,D2,R0,C2,D2,R0,C1,D2,R0,C1,D2,R0,
15012,C1,D2,R0,C2,D2,R0,C1,D2,R0,C1,D2,R0,
15013,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
15015,C1,D2,R0,C2,D2,R0,C1,D2,R0,C1,D2,R0,
15016,C1,D2,R0,C2,D2,R0,C1,D2,R0,C1,D2,R0,
15017,C1,D2,R0,C2,D2,R0,C1,D2,R0,C1,D2,R0,
15018,C0,D0,R0,C0,D0,R0,C0,D0,R0,C0,D0,R0,
15019,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
1502,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
1504-1,C2,D3,R0,C2,D2,R0,C2,D3,R0,C2,D3,R0,
1504-2,C1,D3,R3,C1,D3,R3,C1,D3,R3,C1,D3,R3,
1505,C2,D0,R0,C2,D2,R0,C3,D2,R2,C2,D2,R0,
1506,C4,D0,R0,C3,D0,R0,C4,D0,R0,C4,D0,R0,
1507-1,C2,D0,R0,C2,D2,R0,C2,D0,R2,C2,D0,R0,
1507-2,C2,D0,R0,C2,D2,R0,C2,D0,R2,C2,D0,R0,
1507-3,C2,D0,R0,C3,D3,R0,C2,D0,R2,C2,D0,R0,
1508,C3,D0,R0,C2,D0,R0,C3,D0,R2,C3,D0,R0,
1509,C2,D1,R0,C2,D1,R2,C2,D1,R2,C2,D1,R2,
15092,C1,D2,R0,C2,D2,R0,C1,D2,R0,C1,D2,R0,
15093,C1,D2,R2,C2,D2,R0,C1,D2,R2,C1,D2,R2,
15094,C2,D0,R2,C2,D0,R2,C2,D0,R2,C2,D0,R2,
15095,C1,D2,R2,C2,D2,R0,C1,D2,R2,C1,D2,R2,
15096-1,C1,D2,R2,C1,D2,R2,C1,D2,R2,C1,D2,R2,
15096-2,C1,D2,R2,C1,D2,R2,C1,D2,R2,C1,D2,R2,
15097,C2,D0,R1,C2,D0,R1,C2,D0,R1,C2,D0,R1,
15098,C2,D2,R2,C2,D2,R2,C2,D2,R2,C2,D2,R2,
15099,C1,D2,R2,C2,D2,R2,C1,D2,R2,C1,D2,R2,
151,C2,D0,R2,C2,D0,R2,C2,D0,R2,C2,D0,R2,
1510,C1,D2,R0,C2,D2,R0,C1,D2,R2,C1,D2,R0,
15100-1,C1,D3,R2,C1,D3,R2,C1,D4,R2,C1,D3,R2,
15100-2,C1,D3,R2,C1,D3,R2,C1,D4,R2,C1,D3,R2,
15101,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
15102,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
15106,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
15107-1,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
15107-2,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
15107-3,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
1511-1,C3,D0,R0,C3,D0,R0,C2,D0,R2,C3,D0,R0,
