task_id,sonnet_C,sonnet_C_ir,gpt_C,gpt_C_ir,gemini_C,gemini_C_ir,consensus_C,consensus_C_method,sonnet_D,sonnet_D_ir,gpt_D,gpt_D_ir,gemini_D,gemini_D_ir,consensus_D,consensus_D_method,sonnet_R,sonnet_R_ir,gpt_R,gpt_R_ir,gemini_R,gemini_R_ir,consensus_R,consensus_R_method,dispute_axes
14133,C0,C0,C0,C0,C0,C1,C0,unanimous,D0,D1,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
14134,C2,C2,C2,C2,C2,C2,C2,unanimous,D1,D2,D1,D1,D1,D1,D1,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
14136,C1,C1,C1,C1,C1,C1,C1,unanimous,D3,D3,D2,D2,D3,D3,D3,majority,R0,R0,R0,R0,R0,R0,R0,unanimous,
14137,C1,C1,C1,C1,C1,C1,C1,unanimous,D0,D2,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
14138,C0,C0,C0,C0,C0,C0,C0,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
14139,C1,C1,C1,C1,C1,C1,C1,unanimous,D3,D3,D2,D2,D3,D3,D3,majority,R0,R0,R0,R0,R0,R0,R0,unanimous,
14140-1,C1,C1,C1,C1,C0,C0,C1,majority,D2,D3,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
14140-2,C1,C1,C1,C1,C0,C0,C1,majority,D2,D3,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
14141-1,C1,C0,C1,C2,C0,C1,C1,majority,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
14141-2,C1,C1,C2,C2,C2,C1,C2,majority,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
14141-3,C2,C2,C2,C2,C2,C2,C2,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
14142,C0,C1,C0,C1,C0,C0,C0,unanimous,D3,D2,D2,D2,D3,D3,D3,majority,R0,R0,R0,R0,R0,R0,R0,unanimous,
14143-1,C1,C1,C1,C2,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
14143-2,C1,C1,C1,C2,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
14145-1,C1,C1,C1,C1,C1,C1,C1,unanimous,D3,D3,D3,D2,D3,D3,D3,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
14145-2,C1,C1,C1,C1,C1,C1,C1,unanimous,D3,D3,D3,D2,D3,D3,D3,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
14146,C0,C0,C0,C1,C0,C0,C0,unanimous,D0,D1,D0,D0,D1,D0,D0,majority,R0,R0,R0,R0,R0,R0,R0,unanimous,
14147-1,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D3,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
14147-2,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D3,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
14148,C2,C2,C2,C2,C2,C2,C2,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
14149,C1,C1,C1,C1,C1,C1,C1,unanimous,D1,D1,D1,D2,D1,D1,D1,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
14150,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
14152,C0,C0,C0,C1,C1,C1,C0,majority,D0,D1,D1,D0,D0,D0,D0,majority,R0,R0,R0,R0,R0,R0,R0,unanimous,
14153,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
14154-1,C0,C0,C0,C0,C1,C1,C0,majority,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
14154-2,C0,C1,C0,C0,C1,C1,C0,majority,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
14155,C0,C0,C0,C0,C0,C0,C0,unanimous,D0,D1,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
14156,C1,C1,C1,C1,C1,C1,C1,unanimous,D3,D2,D2,D2,D3,D3,D3,majority,R0,R0,R0,R0,R0,R0,R0,unanimous,
14157-1,C1,C1,C1,C1,C1,C1,C1,unanimous,D1,D1,D0,D0,D0,D0,D0,majority,R0,R0,R0,R0,R0,R0,R0,unanimous,
14157-2,C0,C0,C1,C1,C1,C1,C1,majority,D0,D1,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
14158-1,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
14158-2,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
14159,C0,C0,C0,C1,C0,C0,C0,unanimous,D2,D1,D1,D2,D2,D2,D2,majority,R0,R0,R0,R0,R0,R0,R0,unanimous,
14160-1,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
14160-2,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
14160-3,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
14161,C1,C1,C1,C1,C1,C1,C1,unanimous,D0,D2,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
14162,C1,C1,C1,C1,C1,C1,C1,unanimous,D3,D3,D3,D2,D3,D3,D3,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
14163,C1,C1,C1,C1,C1,C1,C1,unanimous,D3,D3,D2,D2,D3,D3,D3,majority,R0,R0,R0,R0,R0,R0,R0,unanimous,
14164,C1,C1,C2,C2,C1,C2,C1,majority,D1,D1,D1,D1,D1,D1,D1,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
14165,C1,C1,C1,C1,C1,C1,C1,unanimous,D1,D1,D1,D1,D1,D1,D1,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
14166,C1,C1,C1,C1,C1,C1,C1,unanimous,D3,D3,D2,D2,D3,D3,D3,majority,R0,R0,R0,R0,R0,R0,R0,unanimous,
14167,C1,C1,C2,C2,C1,C2,C1,majority,D1,D1,D1,D1,D1,D1,D1,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
14168,C0,C0,C0,C0,C0,C0,C0,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
14169,C2,C2,C2,C2,C1,C1,C2,majority,D2,D2,D2,D2,D3,D3,D2,majority,R0,R0,R0,R0,R0,R0,R0,unanimous,
14170,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
14171,C1,C1,C2,C2,C2,C2,C2,majority,D1,D1,D1,D1,D1,D1,D1,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
14172,C0,C0,C0,C1,C0,C0,C0,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
14173,C0,C0,C1,C1,C0,C1,C0,majority,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
14174,C0,C0,C0,C0,C0,C0,C0,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
14175-1,C0,C0,C1,C1,C1,C0,C1,majority,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
14175-2,C1,C1,C1,C1,C1,C0,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
14176-1,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
14176-2,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
14178,C1,C1,C1,C2,C1,C1,C1,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
14179-1,C1,C1,C1,C2,C1,C1,C1,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
14179-2,C0,C0,C0,C2,C0,C1,C0,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
1418,C2,C2,C2,C2,C2,C2,C2,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
14180-1,C1,C1,C1,C1,C1,C1,C1,unanimous,D3,D3,D3,D2,D3,D3,D3,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
14180-2,C1,C1,C1,C2,C1,C1,C1,unanimous,D3,D2,D3,D2,D3,D3,D3,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
14181-1,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D3,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
14181-2,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D3,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
14181-3,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D3,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
14182,C2,C2,C2,C2,C2,C2,C2,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
14183,C0,C0,C0,C0,C0,C0,C0,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
14184,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
14185,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
14186,C1,C1,C1,C2,C1,C1,C1,unanimous,D2,D2,D2,D1,D2,D1,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
14187,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
14188,C0,C0,C0,C1,C0,C0,C0,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
14189,C1,C1,C1,C1,C1,C1,C1,unanimous,D1,D1,D1,D1,D1,D1,D1,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
1419-1,C2,C2,C2,C2,C2,C2,C2,unanimous,D1,D1,D1,D1,D1,D1,D1,unanimous,R1,R0,R1,R1,R1,R1,R1,unanimous,
1419-2,C2,C2,C2,C2,C2,C2,C2,unanimous,D1,D1,D1,D1,D1,D1,D1,unanimous,R1,R0,R1,R1,R1,R1,R1,unanimous,
14190,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
14191,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
14192,C1,C1,C1,C2,C1,C1,C1,unanimous,D1,D1,D1,D1,D1,D1,D1,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
14193,C0,C0,C0,C1,C0,C0,C0,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
14195,C0,C0,C0,C0,C0,C0,C0,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
14196,C0,C0,C0,C1,C0,C0,C0,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
14197-1,C1,C1,C1,C2,C1,C2,C1,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
14197-2,C1,C1,C1,C1,C1,C2,C1,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
14198,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
14199-1,C1,C1,C1,C2,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
14199-2,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
14199-3,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
1420,C2,C3,C2,C2,C2,C2,C2,unanimous,D2,D2,D2,D1,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
14200,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
14201,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
14202-1,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D3,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
14202-2,C1,C0,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D3,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
14203,C1,C1,C1,C1,C1,C2,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
14204-1,C0,C0,C1,C1,C0,C0,C0,majority,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
14204-2,C1,C1,C1,C1,C1,C0,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
14205-1,C0,C1,C0,C1,C0,C0,C0,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
14205-2,C0,C0,C0,C1,C0,C0,C0,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
14206-1,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
14206-2,C1,C1,C1,C2,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
14207,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D3,D3,D3,D3,D3,majority,R0,R0,R0,R0,R0,R0,R0,unanimous,
14208,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
14209-1,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
14209-2,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
1421,C3,C3,C2,C2,C3,C3,C3,majority,D0,D0,D0,D0,D0,D0,D0,unanimous,R1,R0,R1,R1,R1,R1,R1,unanimous,
14210-1,C1,C1,C1,C2,C1,C1,C1,unanimous,D2,D1,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
14210-2,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
14211,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
14212,C1,C0,C0,C1,C1,C0,C1,majority,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
14213-1,C1,C1,C1,C1,C1,C1,C1,unanimous,D1,D1,D1,D1,D1,D0,D1,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
14213-2,C1,C1,C1,C1,C1,C1,C1,unanimous,D1,D1,D1,D1,D1,D0,D1,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
14214,C0,C0,C0,C0,C0,C0,C0,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
14215,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
14216,C1,C1,C1,C2,C1,C1,C1,unanimous,D1,D1,D1,D1,D1,D1,D1,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
14217,C1,C1,C1,C1,C1,C0,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
14218,C0,C1,C0,C0,C1,C0,C0,majority,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
14219,C1,C1,C1,C1,C1,C1,C1,unanimous,D3,D2,D2,D3,D2,D2,D2,majority,R0,R0,R0,R0,R0,R0,R0,unanimous,
14220-1,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
14220-2,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
14224-1,C0,C0,C0,C0,C0,C0,C0,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
14224-2,C0,C0,C0,C0,C0,C0,C0,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
14225,C0,C1,C1,C1,C1,C0,C1,majority,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
14227,C0,C0,C0,C0,C0,C0,C0,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
14228-1,C1,C1,C1,C1,C1,C1,C1,unanimous,D3,D3,D3,D2,D3,D3,D3,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
14228-2,C1,C1,C1,C1,C1,C1,C1,unanimous,D3,D3,D3,D2,D3,D3,D3,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
14229,C2,C1,C2,C2,C2,C2,C2,unanimous,D3,D3,D3,D3,D3,D3,D3,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
1423,C2,C3,C2,C2,C2,C2,C2,unanimous,D1,D1,D1,D1,D1,D1,D1,unanimous,R0,R0,R0,R0,R1,R1,R0,majority,
14230,C1,C1,C1,C2,C1,C1,C1,unanimous,D1,D1,D1,D1,D1,D1,D1,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
14231,C1,C1,C1,C1,C1,C1,C1,unanimous,D3,D3,D3,D3,D3,D3,D3,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
14232,C1,C1,C1,C1,C1,C0,C1,unanimous,D3,D3,D3,D3,D3,D3,D3,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
14233,C1,C1,C1,C1,C1,C1,C1,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
14234,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
14235,C2,C2,C2,C2,C2,C3,C2,unanimous,D3,D3,D3,D3,D3,D3,D3,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
14236-1,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D3,D3,D2,majority,R0,R0,R0,R0,R0,R0,R0,unanimous,
14236-2,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D3,D3,D2,majority,R0,R0,R0,R0,R0,R0,R0,unanimous,
14237,C0,C0,C0,C0,C0,C0,C0,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
14238-1,C1,C1,C2,C2,C2,C2,C2,majority,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
14238-2,C2,C2,C2,C2,C2,C2,C2,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
14239-1,C1,C1,C1,C1,C2,C2,C1,majority,D3,D3,D3,D2,D3,D3,D3,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
14239-2,C1,C1,C1,C1,C2,C2,C1,majority,D3,D3,D3,D2,D3,D3,D3,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
14240-1,C1,C1,C1,C1,C1,C1,C1,unanimous,D3,D3,D3,D2,D3,D3,D3,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
14240-2,C1,C1,C1,C1,C1,C1,C1,unanimous,D3,D3,D3,D2,D3,D3,D3,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
14241,C0,C0,C0,C1,C1,C0,C0,majority,D3,D3,D3,D3,D3,D3,D3,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
14242,C1,C1,C1,C1,C1,C1,C1,unanimous,D3,D3,D3,D3,D3,D3,D3,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
14243-1,C1,C1,C1,C1,C2,C2,C1,majority,D3,D3,D3,D3,D3,D3,D3,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
14243-2,C1,C1,C1,C1,C2,C2,C1,majority,D3,D3,D3,D3,D3,D3,D3,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
14244,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D3,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
14245,C1,C1,C1,C2,C2,C1,C1,majority,D3,D3,D3,D3,D3,D3,D3,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
14246,C1,C1,C1,C1,C1,C1,C1,unanimous,D3,D2,D2,D2,D3,D3,D3,majority,R0,R0,R0,R0,R0,R0,R0,unanimous,
14247,C2,C2,C2,C2,C2,C3,C2,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
14248,C2,C2,C2,C2,C2,C2,C2,unanimous,D3,D3,D3,D3,D3,D3,D3,unanimous,R0,R0,R0,R0,R0,R1,R0,unanimous,
14249,C2,C2,C2,C2,C2,C2,C2,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
14250,C2,C1,C2,C2,C2,C2,C2,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
14251,C1,C1,C1,C2,C2,C1,C1,majority,D3,D3,D3,D2,D3,D3,D3,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
14252-1,C1,C1,C1,C1,C1,C1,C1,unanimous,D3,D3,D3,D2,D3,D3,D3,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
14252-2,C1,C1,C1,C1,C1,C1,C1,unanimous,D3,D3,D3,D2,D3,D3,D3,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
14253,C2,C2,C2,C2,C2,C2,C2,unanimous,D0,D1,D1,D0,D1,D0,D1,majority,R0,R0,R0,R0,R0,R0,R0,unanimous,
14254-1,C1,C1,C2,C2,C1,C1,C1,majority,D3,D3,D3,D3,D3,D3,D3,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
14254-2,C1,C1,C2,C2,C2,C2,C2,majority,D3,D3,D3,D3,D3,D3,D3,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
14255,C2,C2,C2,C2,C2,C2,C2,unanimous,D3,D3,D3,D2,D3,D3,D3,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
14256,C2,C2,C2,C2,C2,C2,C2,unanimous,D1,D1,D1,D1,D1,D1,D1,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
14257-1,C1,C1,C1,C1,C1,C1,C1,unanimous,D3,D3,D2,D2,D3,D3,D3,majority,R0,R0,R0,R0,R0,R0,R0,unanimous,
14257-2,C1,C1,C1,C1,C1,C1,C1,unanimous,D3,D3,D2,D2,D3,D3,D3,majority,R0,R0,R0,R0,R0,R0,R0,unanimous,
14258,C2,C2,C2,C2,C2,C2,C2,unanimous,D0,D1,D0,D0,D1,D0,D0,majority,R0,R0,R0,R0,R0,R0,R0,unanimous,
14259,C1,C1,C1,C2,C2,C1,C1,majority,D3,D3,D3,D3,D3,D3,D3,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
14260,C1,C1,C1,C1,C1,C1,C1,unanimous,D0,D1,D0,D0,D1,D0,D0,majority,R0,R0,R0,R0,R0,R0,R0,unanimous,
14261,C1,C1,C1,C1,C1,C1,C1,unanimous,D3,D3,D3,D2,D3,D3,D3,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
14262,C0,C1,C1,C1,C1,C0,C1,majority,D3,D3,D3,D2,D3,D3,D3,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
14263,C1,C1,C1,C1,C1,C1,C1,unanimous,D3,D3,D3,D2,D3,D3,D3,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
14264,C2,C2,C2,C2,C2,C2,C2,unanimous,D3,D3,D3,D3,D3,D3,D3,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
